date,event
6/30/2021,การตายของ John McAfee ต้องทำให้สหรัฐฯต้องปวดหัว เนื่องจากริบทรัพย์ยาก
6/30/2021,ธนาคารยักษ์ใหญ่ในสหรัฐฯ NYDIG เปิดทางให้ธนาคารกว่า 650 แห่งเสนอขาย Bitcoin ให้กับลูกค้าได้
6/30/2021,เม็กซิโกสั่งเบรคแผนการของธนาคารรายใหญ่ในการเปิดให้บริการซื้อขาย Bitcoin
6/30/2021,เผยสาเหตุที่ปารากวัยยังไม่สามารถทำให้ Bitcoin กลายเป็นสกุลเงินที่ถูกต้องตามกฎหมายได้
6/30/2021,ประธานาธิบดี El Salvador ถูกวิจารณ์ว่าหลอกลวงประชาชน ด้วยการแจก Bitcoin ฟรีมูลค่า 30 ดอลลาร์
6/30/2021,การเทขาย Bitcoin ของนักลงทุนสถาบัน ทำให้รายย่อยต้องร้องลั่น
6/30/2021,การปราบปรามเหมืองขุดในจีนชี้ให้เห็นว่า การขุด Bitcoin ถือเป็นอุปสรรคสำคัญต่อการกระจายอำนาจ
6/30/2021,วุฒิสมาชิกสหรัฐฯ เสนอให้ใช้ Bitcoin เป็นแผนลงทุนเพื่อการเกษียณในประเทศ
6/29/2021,Grayscale ถือครองคริปโตเพิ่มขึ้นอีก 1.1 พันล้านดอลลาร์ หลังราคา Bitcoin ฟื้นตัว
6/29/2021,Craig Wright ชนะคดีต่อ Bitcoin.org ทำให้ผู้ทำเว็บต้องลบ Whitepaper ของ Bitcoin ออก
6/29/2021,Grayscale ได้รับกำไรจาก Bitcoin และคริปโตอื่น ๆ เพิ่ม 1.1 พันล้านดอลลาร์ในช่วงวันหยุดที่ผ่านมา
6/29/2021,Bitcoin เป็นภัยคุกคามต่อทองคำจริงหรือ?
6/29/2021,"กองทุน Morgan Stanley เผยซื้อหุ้น GBTC มากกว่า 28,000 หุ้น"
6/29/2021,"นักเทรดสาย Short ถูกล้างพอร์ตรวมกว่า 1.9 หมื่นล้านบาท หลัง Bitcoin พุ่งทะลุ $35,000"
6/29/2021,ARK Invest จับมือบริษัท 21Shares เตรียมผลักดัน Bitcoin ETF สู่ตลาด
6/28/2021,เหตุผลที่ทุกคนควรถือ Bitcoin ไว้ใน Portfolio
6/28/2021,ผู้แต่งหนังสือพ่อรวยสอนลูก Robert Kiyosaki กล่าว การล่มสลายของเศรษฐกิจโลกครั้งใหญ่กำลังมา
6/28/2021,นักวิเคราะห์เชื่อว่านักเทรดที่แข็งแกร่งกำลังเก็บสะสม Bitcoin ในปริมาณมหาศาล
6/28/2021,เว็บเทรดคริปโตถือ Bitcoin เหลือเพียงแค่ 28% จากปีที่แล้ว แม้ราคาร่วงกว่า 50%
6/28/2021,ชาวอเมริกันกำลังเรียกร้องให้ประเทศยอมรับ Bitcoin เหมือนเอล ซัลวาดอร์
6/27/2021,ธนาคารยักษ์ใหญ่ JP Morgan กล่าว ตลาดคริปโตกำลังซ้ำรอยขาลงปี 2018
6/27/2021,ผู้เชี่ยวชาญเผย ใครก็ตามที่ถือ Bitcoin เกิน 3.25 ปีจะได้กำไรกันหมด
6/27/2021,"CIO ของ Guggenheim เชื่อ ราคา Bitcoin อาจร่วงไปแตะ 15,000 ดอลลาร์"
6/26/2021,เจ้ามือ Bitcoin และ Ethereum กำลังแห่เก็บของเพิ่มเรื่อย ๆ ในขณะนี้
6/25/2021,CEO ของ Tesla นาย Elon Musk ยอมตกลงที่จะพูดคุยถึงเรื่อง Bitcoin กับนาย Jack Dorsey แล้ว
6/25/2021,"ส่วนแบ่งตลาด Bitcoin พุ่งขึ้นแตะระดับ 47% หลังราคาพุ่งทะลุ $35,500 สิ่งนี้หมายถึงอะไร"
6/25/2021,ชาวเอลซัลวาดอร์เตรียมรับ Bitcoin ฟรีมูลค่า 900 บาท หลังกฎหมายมีผลบังคับใช้จริงในเดือนกันยายน
6/25/2021,บริษัท Bitcoin ที่เก่าแก่ที่สุดในจีน BTC China ประกาศปิดตัวอย่างเป็นทางการ เทขายหุ้นออกหมด
6/25/2021,"บริษัทตู้ ATM ในสหรัฐฯ ยืนยันแผนการที่จะนำตู้ Bitcoin ATM กว่า 1,500 เครื่องไปติดตั้งใน El Salvador"
6/25/2021,ประธานาธิบดีเอลซัลวาดอร์กล่าวว่า ‘ไม่มีอะไรจะหยุด Bitcoin’ ได้
6/25/2021,แอพ Streaming ของตลาดหลักทรัพย์ไทย เตรียมเพิ่มช่องทางเชื่อมต่อไปยังตลาด Crypto
6/25/2021,Elon Musk ทวีตแซะแฟนพันธุ์แท้ Bitcoin ท่ามการการฟื้นตัวของราคา
6/25/2021,ธนาคารอันดับต้น ๆ ของโลก BIS ชี้ Bitcoin จะทำให้ระบบธนาคารแบบดั้งเดิมตกอยู่ในความเสี่ยง
6/24/2021,ผู้ลงสมัครเลือกตั้งนายกเทศมนตรีนิวยอร์คกล่าว จะทำให้เมืองเป็นศูนย์กลาง Bitcoin
6/24/2021,นักลงทุนในตำนานจาก The Big Short นาย Michael Burry กล่าวอย่าเพิ่งดีใจไปที่ Bitcoin ฟื้น
6/24/2021,"รายงานเผย Bitcoin มูลค่า 3,600 ล้านดอลลาร์ถูกขโมยหายไปพร้อมกับเจ้าของบริษัท Crypto ในแอฟริกาใต้"
6/24/2021,มหาเศรษฐี Mark Cuban กล่าวว่า Bitcoin ดีกว่าทองคำ
6/23/2021,กองทุนยักษ์ใหญ่ Bitwise เผยเข้าซื้อ Bitcoin และ ETH เป็นมูลค่ากว่าครึ่งพันล้านดอลลาร์
6/23/2021,ดูไบเตรียมเปิดตัวกองทุน Bitcoin ตัวแรกของตะวันออกกลาง
6/23/2021,ผลสำรวจใหม่เผยนักลงทุน Bitcoin ส่วนใหญ่เริ่มไม่เชื่อในโมเดล Stock-to-flow อีกต่อไป
6/23/2021,รายงานเผยกองทุนผลงานระดับพระกาฬ ARK Invest ช้อนซื้อ Bitcoin เพิ่มหลังราคาร่วงหนัก
6/23/2021,ประธานาธิบดี El Salvador เผยภาพต้นแบบของเหมืองขุด Bitcoin ที่ขับเคลื่อนด้วยพลังงานสะอาดจากภูเขาไฟ
6/23/2021,เผยมีมสุดฮา ที่ผู้ดอย Bitcoin กำลังใช้ปลอบใจตัวเองตอนนี้
6/22/2021,นักขุด Bitcoin ระดับโลกจากจีน แห่ย้ายไปคาซัคสถานแล้ว
6/22/2021,VanEck ยื่นขอเปิดทุนรวม Bitcoin Futures ใหม่ต่อ SEC สหรัฐ
6/22/2021,ส่วนแบ่งตลาด Bitcoin พุ่งทะลุ 47% หลังราคา Altcoin ร่วงหนัก สิ่งนี้หมายถึงอะไร
6/22/2021,พิธีกรชื่อดังรายการ Mad Money ที่เคยสนับสนุน Bitcoin เผยว่าขายทิ้งหมดแล้วเพราะ “ไม่จำเป็นอีก”
6/22/2021,พรรคฝ่ายค้านของ El Salvador โร่ต่อต้านกฎหมาย Bitcoin อ้างขัดต่อหลักรัฐธรรมนูญ
6/22/2021,Bitcoin อยู่ในช่วงขาลงแล้วหรือยัง นี่คือคำตอบจากผู้เชี่ยวชาญ
6/21/2021,"Michael Saylor CEO ของ MicroStrategy เผยบริษัทถือครอง Bitcoin มากกว่า 105,000 BTC แล้ว"
6/21/2021,เศรษฐศาสตร์ระดับโลก Peter Brezin กล่าวว่า “Bitcoin เป็นการฉ้อโกง และคำสาป”
6/21/2021,4 เหตุผลที่ทำให้การลงทุน Bitcoin สำหรับกองทุนส่วนใหญ่เป็นเรื่องยาก
6/21/2021,ผู้ก่อตั้ง Cardano กล่าวว่า Bitcoin เป็นคู่แข่งที่แย่ที่สุดของตน
6/21/2021,"Grayscale เตรียมปลดล็อก Bitcoin กว่า 16,000 BTC ช่วงกลางเดือนหน้า นักเทรดหวั่นตลาดผันผวนหนัก"
6/21/2021,นักวิเคราะห์เชื่อ Elon Musk และจีนจะไม่สามารถหยุดยั้ง Bitcoin ได้
6/20/2021,บอร์ดผู้บริหารธนาคารกลางยุโรป Fabio Panetta กล่าว “Bitcoin เป็นสัตว์ที่อันตรายมาก”
6/20/2021,CEO บริษัทด้านการลงทุนคริปโตระดับโลกเผยถึงสาเหตุการร่วงลงของราคา Bitcoin ที่แท้จริง
6/19/2021,"ผู้แต่งหนังสือพ่อรวยสอนลูก Robert Kiyosaki กล่าวการร่วงของราคา Bitcoin ครั้งใหญ่กำลังมา รอช้อนที่ $24,000"
6/18/2021,ธนาคารยักษ์ใหญ่ Goldman Sachs จับมือกับบริษัท Galaxy Digital ของ Mike Novogratz เพื่อเทรด Bitcoin Futures
6/18/2021,ธนาคารยักษ์ใหญ่ในสวิตเซอร์แลนด์ BBVA เปิดให้ลูกค้าเทรด Bitcoin แล้ว
6/18/2021,บริษัทผลิตไฟฟ้าในจีนได้รับคำสั่งให้งดบริการแก่นักขุด Bitcoin
6/18/2021,ตัวชี้วัดเผยสัญญาณขาลงในตลาด Bitcoin Future นักเทรดเริ่มเครียด
6/18/2021,วุฒิสมาชิกสหรัฐฯ Cynthia Lummis กล่าวสนับสนุน Bitcoin หรืออาจส่งสัญญาณบวก?
6/18/2021,ประเทศปารากวัยวางแผนทำให้ Bitcoin ถูกกฎหมายเดือนหน้า
6/17/2021,CEO ของ Kraken แซะ Elon Musk ว่าให้กลับไปเรียนรู้เรื่องการขุด Bitcoin ให้มากกว่านี้
6/17/2021,พรรครีพับลิกันเตรียมรับบริจาคเป็น Bitcoin เพื่อการหาเสียง
6/17/2021,"ส่วนแบ่งตลาด Bitcoin พุ่งทะลุ 45% หลังราคาร่วงแตะ $ 38,000 สิ่งนี้หมายถึงอะไร"
6/17/2021,นักเทรด Bitmex เปิด Short Position ในอัตราสูงที่สุดในรอบ 1 ปี นี่อาจเป็นสัญญาณที่ดีสำหรับ Bitcoin
6/17/2021,ก.ล.ต. สหรัฐฯเลื่อนการตัดสินใจเกี่ยวกับกองทุน Bitcoin ETF ของ VanEck ออกไปอีกครั้ง
6/17/2021,ธนาคารโลกปฏิเสธขอความช่วยเหลือของ El Salvador ในการทำให้ Bitcoin กลายเป็นสกุลเงินที่ถูกกฎหมาย
6/17/2021,CEO ของกองทุนระดับโลก Pantera กล่าวถึงเวลาซื้อและ HODL Bitcoin แล้ว
6/17/2021,ก.ล.ต. สหรัฐฯ เปิดรับฟังความคิดเห็นของประชาชนว่าจะอนุมัติกองทุน Bitcoin ETF ของ VanEck หรือไม่
6/17/2021,CEO ของ MicroStrategy กล่าว Bitcoin นั้นเซงหน้าทองคำในแง่ของสินทรัพย์ป้องกันความเสี่ยงไปแล้วถึง 50 เท่า
6/16/2021,ข่าวการซื้อ Bitcoin ทำให้ราคาหุ้น MicroStrategy พุ่งขึ้น 5.36% สวนทางกับ Tesla และ Coinbase
6/16/2021,"รายงานเผย เจ้ามือกำลังถือ Bitcoin ถึง 48.7% ของอุปทานทั้งหมด หลังซื้อเพิ่มล่าสุด 90,000 BTC"
6/16/2021,รัฐมนตรี El Salvador กล่าวว่ามันยังเร็วเกินไปที่จะใช้ Bitcoin สำหรับการจ่ายเงินเดือน
6/16/2021,ธนาคารกลางอินโดนีเซียประกาศสั่งห้ามใช้ Bitcoin ในการชำระเงินแล้ว
6/16/2021,CEO ของเหมืองขุดยักษ์ใหญ่ในจีนชี้นักขุด Bitcoin ใช้พลังงานสะอาดเกิน 50 เปอร์เซ็นต์ แล้ว
6/16/2021,Ethereum จะชนะ Bitcoin ได้หรือไม่?
6/16/2021,ประเทศเอล ซัลวาดอร์พิจารณาจ่ายเงินเดือนลูกจ้างเป็น Bitcoin
6/15/2021,Peter Schiff บอก Michael Saylor ว่า “นายมี Bitcoin มากเกินพอแล้ว”
6/15/2021,Grayscale ซื้อ Bitcoin และคริปโตอื่น ๆ เพิ่ม 2 พันล้านดอลลาร์ในวันหยุดที่ผ่านมา
6/15/2021,ข้อมูลใหม่เผยแอฟริกาเป็นผู้นำในการซื้อขาย Bitcoin แบบ ‘peer-to-peer’
6/15/2021,การปั่นราคา Bitcoin โดยบุคคลที่มีอำนาจควบคุมตลาดมีจริงหรือไม่
6/15/2021,รัฐบาลจีนสั่งให้นักขุด Bitcoin ในเมือง Yunnan หยุดดำเนินการขุดภายในสิ้นเดือนนี้
6/15/2021,เว็บเทรดคริปโต Huobi Thailand ประกาศให้ลูกค้าถอนสินทรัพย์ออกจากแพลตฟอร์ม ตามคำสั่ง ก.ล.ต
6/15/2021,หมู่บ้านเล็ก ๆ ใน El Salvador เริ่มใช้ Bitcoin ในการชำระเงินแล้ว
6/15/2021,ผู้ก่อตั้ง Grayscale กล่าว 99% ของเหรียญ Crypto ในตลาด มีราคาที่สูงเกินไปแล้ว
6/15/2021,ข้อมูลเผย Bitcoin ทำให้ชาวอเมริกันรวยขึ้นกว่า 4.1 พันล้านดอลลาร์ในปี 2020
6/15/2021,"ข้อมูลล่าสุดเผย นักเทรดมืออาชีพไม่สนใจการพุ่งของราคา Bitcoin ที่ $40,000"
6/15/2021,MicroStrategy เผยเตรียมเปิดขายหุ้นมูลค่า 1 พันล้านดอลลาร์ คาดอาจนำเงินมาซื้อ Bitcoin
6/14/2021,นักเทรดคริปโตแห่ Short Bitcoin เพิ่มขึ้นถึง 10 เท่า
6/14/2021,นักทำนายราคาในตำนาน Tom Lee กล่าวตลาด Bitcoin ควรถูกพัฒนามากกว่านี้ เพราะ Elon Musk ปั่นง่ายเกิน
6/14/2021,ผู้เชี่ยวชาญเผยถึงวันสำคัญที่นักเทรด Bitcoin ควรจดบันทึกไว้ในปฏิทิน
6/13/2021,นักขุด Bitcoin แห่ส่งสัญญาณเปิดรับ Taproot สูงเป็นครั้งแรกในประวัติศาสตร์
6/13/2021,CEO ของ Twitter นาย Jack Dorsey เผยแผนการ Bitcoin ใหม่ หลัง Elon Musk ทำตลาดพัง
6/11/2021,ซีอีโอ Sygnia เผยว่า หาก Elon ปั่นราคาหุ้นบริษัทเหมือนที่ทำกับ Bitcoin ก.ล.ต. อาจลงโทษเขาอย่างรุนแรง
6/11/2021,ผู้บริหารสถาบันการเงิน BIS กล่าว การรับ Bitcoin ของ El Salvador ถือเป็นการทดลองที่น่าสนใจ
6/11/2021,หัวหน้าสำนักวางแผนกลางของเนเธอร์แลนด์ เรียกร้องให้รัฐบาลสั่งแบน Bitcoin และ Crypto
6/11/2021,รัฐบาลเท็กซัสไฟเขียวอนุญาตให้ธนาคารเปิดให้บริการรับฝาก Bitcoin ได้แล้ว
6/11/2021,เจ้ามือ Bitcoin รายใหญ่ที่สุดในโลกช้อนซื้อ BTC เพิ่มอีก 4.4 พันล้านบาท ท่ามกลางช่วงตลาดขาลง
6/11/2021,DJ ชื่อดัง David Guetta ประกาศขายอพาร์ทเมนต์ริมชายหาดในไมอามี่มูลค่า 37 BTC
6/11/2021,ผู้ก่อตั้ง Twitter เผยบริษัทอาจรวมระบบเข้ากับเครือข่าย Bitcoin Lightning เร็ว ๆ นี้
6/11/2021,รายงานเผยผู้เข้าร่วมงานประชุม Bitcoin 2021 ได้รับเชื้อ COVID-19 หลาย 10 คน
6/11/2021,บริษัทยักษ์ใหญ่ JBS ถูกแฮ็คเกอร์โจมตีเรียกค่าไถ่เป็น Bitcoin อีกแห่ง เรียก 342 ล้านบาท
6/11/2021,ผู้เชี่ยวชาญของ AARP กล่าวเตือนว่า Bitcoin นั้น ‘ไม่เหมาะสำหรับการเกษียณอายุ’
6/10/2021,ค่าแรงขุด Bitcoin ในจีนลดลง เมื่อรัฐบาลจีนเริ่มแบนการขุดในหลายเมืองแล้ว
6/10/2021,"ราคา Bitcoin แตะ $38,250 หลังคณะกรรมการด้านธนาคารระดับโลกเริ่มหันมาจริงจังกับคริปโต"
6/10/2021,CEO ของ Twitter กด Unfollow วุฒิสมาชิกสหรัฐฯ ทันที หลังเธอออกมาต่อต้าน Bitcoin
6/10/2021,วุฒิสมาชิกเท็กซัสออกมาประกาศสนับสนุน Bitcoin
6/10/2021,นโยบายการเงินเกี่ยวกับภาวะเงินฝืดของ Ethereum จะส่งผลกระทบต่อ Bitcoin หรือไม่
6/10/2021,มหาเศรษฐีกองทุนเฮดจ์ฟัดจ์กล่าว “ผมควรซื้อ Bitcoin มากกว่านี้ นั่นคือความผิดพลาดของผม”
6/10/2021,นักวิเคราะห์ชื่อดัง Simon Peters เผยคำพูดของ Trump เป็นผลดีต่อ Bitcoin
6/10/2021,รัฐบาลหลายประเทศทั่วโลกกำลังแห่ยอมรับ Bitcoin ตาม El Salvador นับเป็นปรากฏการณ์ใหม่
6/10/2021,ผู้เชี่ยวชาญระดับโลกเทียบ Bitcoin กับยุคตื่นทองในปี 1848
6/9/2021,ประธานาธิบดีอิหร่านเรียกร้องให้มีออกกฎหมายสำหรับการเทรด Bitcoin
6/9/2021,ที่ปรึกษาประธานาธิบดีโคลอมเบียสั่งให้ Peter Schiff หยุดแขวะ Bitcoin และท้าเปิดให้ Short
6/9/2021,เอลซัลวาดอร์ผ่านร่างกฎหมายให้ Bitcoin กลายเป็นสกุลเงินที่ถูกต้องตามกฎหมายแล้ว
6/9/2021,ปู่ Warren Buffett ผู้เกลียด Bitcoin ประกาศลงทุนในธนาคารดิจิตอลที่ขาย Crypto
6/9/2021,"เจ้ามือแห่ช้อน Bitcoin เพิ่มมูลค่ากว่า 2 พันล้านดอลลาร์ หลังราคาร่วงลงทะลุ 40,000 ดอลลาร์"
6/8/2021,ข้อมูลเผย ที่ปรึกษาทำเนียบขาวถือ Bitcoin มูลค่ามากกว่า 30 ล้านบาทในตอนนี้
6/8/2021,CEO ของ Blockstream ปัดข่าวลือ FBI ไม่สามารถแฮ็กกระเป๋าเงินของ Bitcoin ได้
6/8/2021,ข้อมูลใหม่เผยเหรียญ Bitcoin ทั้งหมด 1 เปอร์เซ็นต์ถูกล็อคอยู่ในโปรโตคอล WBTC
6/8/2021,ผู้ร่างกฎหมายในลาตินอเมริกาเตรียมเดินตามเอลซัลวาดอร์ เพื่อให้การสนับสนุน Bitcoin
6/8/2021,ผู้เชี่ยวชาญเผย การไหลออกของเงินจากผลิตภัณฑ์ลงทุน Bitcoin บ่งบอกว่าขาลงมาถึงแล้ว
6/8/2021,สหรัฐฯ เผยสามารถกู้คืน Bitcoin นับล้านจากกลุ่มแฮ็กเกอร์ที่ปิดท่อขนส่งน้ำมันได้
6/7/2021,Donald Trump กล่าว Bitcoin นั้นเป็นสิ่งหลอกลวง และควรถูกควบคุมโดยรัฐบาล
6/7/2021,MicroStrategy วางแผนที่จะระดมทุนอีก 400 ล้านดอลลาร์ เพื่อซื้อ Bitcoin เพิ่มเติม
6/7/2021,ผู้บริหารระดับสูงของ SkyBridge กล่าวว่า Bitcoin จะสามารถเอาชนะทองคำได้
6/7/2021,ข้อมูลเผยมีบริษัทกว่า 32 แห่งถือ BTC อยู่มูลค่าเกือบ 3.7 แสนล้านบาท
6/7/2021,"นักศึกษา MIT คนหนึ่งใช้ Bitcoin ที่ได้ฟรีไปซื้อเบียร์ พลาดกำไรกว่า 13,000%"
6/7/2021,นักสเก็ตบอร์ดในตำนาน Tony Hawk เผยว่าสะสม Bitcoin มาแล้วตั้งแต่ปี 2012
6/7/2021,ฝาแฝดผู้ฟ้อง Facebook สำเร็จ กล่าวคุณไม่จำเป็นต้องขาย Bitcoin อีกต่อไป
6/6/2021,บริษัทด้านการลงทุนยักษ์ใหญ่ Ruffer เผยว่าพวกเขาเทขาย Bitcoin ออกไปหมดแล้ว
6/6/2021,"เจ้ามือ Bitcoin ที่เก่าแก่ถึง 9 ปีเริ่มเคลื่อนย้ายเหรียญ BTC หลังราคาพุ่งขึ้นมา 270,000%"
6/6/2021,ตลาด Bitcoin เริ่มที่จะได้รับผลกระทบจากการทวีตของ Elon Musk น้อยลงแล้ว
6/6/2021,ประเทศเอล ซัลวาดอร์เตรียมทำให้ Bitcoin ใช้ชำระหนี้ได้ตามกฎหมายเร็ว ๆ นี้
6/5/2021,Elon Musk ออกมาแสดงความเห็นด้วยกับ Tweet อวยเขาเกี่ยวกับเรื่องปั่นราคาตลาด
6/5/2021,มหาเศรษฐี Mike Govogratz กล่าว Bitcoin ไม่ใช่ตัวเลือกในการจ่ายเงินที่ดี
6/5/2021,CEO ของ Twitter นาย Jack Dorsey เผยกำลังพิจารณาสร้าง Hardware wallet สำหรับ Bitcoin เอง
6/5/2021,รายงานเผย GTA 6 อาจมี Bitcoin เข้าไปอยู่ในเกมด้วย
6/5/2021,สองพี่น้อง Winklevoss กล่าวเงินดอลลาร์กำลังผลักดันให้ Bitcoin ได้รับความนิยม
6/5/2021,Elon Musk เปลี่ยนรูปโปรไฟล์เป็นตัวการ์ตูน Bitcoin อีกครั้ง ราคานิ่งสงัด
6/4/2021,เจ้ามือรายหนึ่งเริ่มโอน Bitcoin มูลค่า 1 พันล้านบาท หลังไม่ได้เคลื่อนไหวมานับตั้งแต่ปี 2012
6/4/2021,เกาหลีใต้เตรียมพิจารณาเก็บภาษี Bitcoin ในปีหน้า
6/4/2021,"ยังไม่จบ Elon Musk โพสต์มีมล้อเลียนเม่า หลังราคา Bitcoin ร่วงแตะ 37,700 ดอลลาร์"
6/4/2021,สาเหตุที่นายกเทศมนตรีของไมอามีซื้อ Bitcoin และ Ethereum
6/4/2021,"Elon Musk ออกมาทวีตมีม Bitcoin ราคาร่วงทะลุ 37,700 ดอลลาร์อย่างรุนแรง"
6/3/2021,Grayscale ซื้อ Bitcoin และ Crypto อื่น ๆ เพิ่มกว่า 500 ล้านดอลลาร์ในวันเดียว
6/3/2021,แรงกดดันในการขาย Bitcoin ต่ำสุดตั้งแต่พฤศจิกายนปีที่แล้ว หรือนี่จะเป็นสัญญาณที่ดี?
6/3/2021,Elon Musk เริ่มหมดความน่าเชื่อถือ หลังทะเลาะกับเหล่าแฟน ๆ Bitcoin
6/3/2021,บิดาผู้สร้าง Bitcoin “Satoshi Nakamoto” เตรียมถูกสร้างเป็นรูปปั้นในบูดาเปสต์
6/3/2021,ผู้เขียนหนังสือ Rich Dad Poor Dad เผยตัวเขาอาจซื้อ Bitcoin เพิ่ม
6/3/2021,Philips อนุญาตให้ใช้ BTC และ ETH ในการประมูลผลงานศิลปะที่มีชื่อเสียงระดับโลก “Laugh Now Panel A” ได้
6/2/2021,ธนาคารยักษ์ใหญ่ Standard Chartered เตรียมเปิดกระดานเทรด Bitcoin และโบรคเกอร์ เป็นของตัวเอง
6/2/2021,บริษัทกองทุนยักษ์ใหญ่ Guggenheim กำลังยื่นเอกสารต่อ SEC เพื่อจัดตั้งกองทุน Bitcoin
6/2/2021,ผู้เชี่ยวชาญด้านสินทรัพย์ดิจิทัลของ JP Morgan กล่าว Bitcoin อาจร่วงลงได้มากกว่านี้
6/2/2021,ผลสำรวจชี้ที่ปรึกษาทางการเงินกำลังแนะนำให้ลูกค้าลงทุนใน Bitcoin และ Crypto
6/1/2021,ผู้เชี่ยวชาญเผย วัน D-Day ของ Bitcoin อาจเกิดขึ้นเมื่อไรก็ได้
6/1/2021,ค่าธรรมเนียมในการทำธุรกรรมของ Bitcoin และ Ethereum ร่วงต่ำสุดในรอบ 6 เดือน
6/1/2021,ผู้ก่อตั้ง Tesla นาย Elon Musk ชื่นชอบแนวคิดเอาความร้อนจากการขุดคริปโตไปใช้ในอ่างอาบน้ำ
6/1/2021,ข้อมูลเผยนักลงทุน Bitcoin ระยะยาว ยังคงถือเหรียญโดยไม่ขายเหรียญ ท่ามกลางช่วงขาลง
6/1/2021,Bitcoin จะอยู่ต่อไป แม้ถูกวิพากษ์วิจารณ์เรื่องการใช้พลังงาน
5/31/2021,Ray Dalio กล่าวว่า Bitcoin เป็นสกุลเงินทางเลือกที่ดี
5/31/2021,นักเทรดคริปโตชาวจีน หันมาใช้แพลตฟอร์ม OTC แทน ท่ามกลางการปราบปราม Bitcoin ของรัฐบาล
5/31/2021,เว็บเทรด Bitcoin ไทย Satang Pro เปิดตัวฟีเจอร์ใหม่สุดล้ำ ชูจุดเด่นค่าโอนถูก และโอนเร็ว
5/31/2021,ผู้บริหารระดับสูงของ Kraken กล่าว Elon Musk ไม่มีความรู้เกี่ยวกับ Bitcoin เลย
5/30/2021,จะมีเหรียญคริปโตตัวอื่นแซงหน้า Bitcoin ได้หรือไม่ CEO ของ MicroStrategy มีคำตอบ
5/29/2021,“อยู่ให้ห่างจาก Bitcoin เสีย” กล่าวโดย CEO ของ JP Morgan นาย Jamie Dimon
5/29/2021,Edward Snowden เผยว่าเงินอัดฉีด 6 ล้านล้านดอลลาร์ของ Biden จะส่งผลดีต่อ Bitcoin
5/28/2021,ธนาคารกลางของญี่ปุ่นเผยว่า Bitcoin ยากที่จะนำมาใช้ในการทำธุรกรรม
5/28/2021,“ไม่มีใครสั่งปิด Bitcoin ได้” ผู้ก่อตั้ง Ark Investment กล่าว
5/28/2021,นักลงทุนชื่อดัง Kevin O’Leary กล่าว การซื้อ Bitcoin ของสถาบันเป็นเรื่องตอแหล
5/28/2021,Nic Carter กล่าว Elon Musk ไม่ควรหยิบยกเรื่องคริปโตกับพลังงานสะอาดมาพูด
5/27/2021,Chainalysis เผยว่าเจ้ามือได้ช้อนซื้อ Bitcoin มูลค่า 3 พันล้านดอลลาร์ จากเม่าที่ตกใจเทขาย
5/27/2021,หรือการทวีตของ Elon Musk ถือเป็นความผิดพลาดที่ไม่ได้ตั้งใจ?
5/27/2021,ฮ่องกงเอาจริง เตรียมปราบปรามเว็บเทรด Bitcoin ที่ไม่มีใบอนุญาต
5/27/2021,มหาเศรษฐี Carl Icahn กล่าวว่าเขาจะลงทุนในคริปโตกว่า 4.6 หมื่นล้านบาท
5/27/2021,นักวิเคราะห์ในตำนาน PlanB เผยว่าจะไม่มีวันขาย Bitcoin แม้ราคาจะเหลือ 0
5/26/2021,ป้ายโฆษณาชวนลงทุน Bitcoin ของ Barry Silbert ถูกแบนในอังกฤษแล้ว
5/26/2021,อิหร่านสั่งแบนการขุด Bitcoin เพื่อประหยัดไฟฟ้าในช่วงฤดูร้อน
5/26/2021,CEO ของ Galaxy Digital คาดว่าสหรัฐฯ จะอนุมัติกองทุน ETF Bitcoin ภายในปีนี้
5/26/2021,นักวิเคราะห์ชี้ การร่วงลงของราคา Bitcoin ครั้งล่าสุดถือเป็นกับดัก Bear Trap
5/26/2021,ราคาของ Bitcoin ขึ้นอยู่กับ Elon Musk จริงหรือ?
5/26/2021,Ark Invest เข้าซื้อ Bitcoin มูลค่ารวมกว่า 600 ล้านบาท หลังราคาร่วงหนัก
5/26/2021,รายได้จากค่าธรรมเนียมของ Uniswap แซงหน้า Bitcoin แล้ว
5/26/2021,เว็บเทรดคริปโตเบอร์หนึ่งของสหรัฐฯ Coinbase โต้แย้งเกี่ยวกับผลกระทบของ Bitcoin
5/25/2021,อัตราแรงขุดของ Bitcoin ในเครือข่ายเริ่มฟื้นตัวอีกครั้งแล้ว
5/25/2021,"บริษัทยักษ์ใหญ่ด้านไอที Globant เข้าซื้อ Bitcoin มูลค่ากว่า 500,000 ดอลลาห์"
5/25/2021,อัตรา Bitcoin ต่อ Stablecoin ร่วงลงแตะจุดต่ำครั้งใหญ่ สิ่งนี้หมายถึงอะไร
5/25/2021,ราคาพรีเมี่ยมของ Grayscale Bitcoin Trust พุ่งขึ้นอย่างรุนแรง หลังวันหมดอายุสัญญาเริ่มใกล้เข้ามา
5/25/2021,ธนาคารกลางยุโรปเผยรายงานความเสี่ยงเกี่ยวกับ Bitcoin เปรียบเทียบเหมือนกับฟองสบู่ดอกทิวลิป
5/24/2021,นักลงทุนในตำนาน Ray Dalio เผยเข้าซื้อ Bitcoin แล้ว
5/24/2021,CEO ของธนาคารยักษ์ใหญ่ HSBC กล่าวว่า ทางธนาคารไม่ชอบ Bitcoin
